customer_id,date,year,month,segment,product,age,tenure_years,ecb_rate_pct,own_rate_pct,comp_rate_pct,rel_rate_pct,inflation_pct,gdp_growth_cum,balance_eur,transaction_amount
CUST_00001,2024-03-01,2024,3,Retail,Fixed-Term 1Y,34,0,3.9091,2.816,2.9515,-0.1355,0.066,0.1931,8677.89,-1343.550000000001
CUST_00001,2024-04-01,2024,4,Retail,Fixed-Term 1Y,34,0,3.8636,2.7485,2.8782,-0.1297,0.0643,0.2007,8944.52,266.630000000001
CUST_00001,2024-05-01,2024,5,Retail,Fixed-Term 1Y,34,0,3.8182,2.7191,2.8578,-0.1388,0.0626,0.2108,8981.99,37.469999999999345
CUST_00001,2024-06-01,2024,6,Retail,Fixed-Term 1Y,34,0,3.7727,2.6654,2.8809,-0.2155,0.0609,0.2142,8583.14,-398.85000000000036
CUST_00001,2024-07-01,2024,7,Retail,Fixed-Term 1Y,34,0,3.7273,2.6215,2.8291,-0.2076,0.0591,0.2245,8557.93,-25.209999999999127
CUST_00002,2021-01-01,2021,1,Retail,Fixed-Term 1Y,43,2,0.0,0.405,0.4889,-0.0839,0.02,0.0046,7382.05,-1175.88
CUST_00002,2021-02-01,2021,2,Retail,Fixed-Term 1Y,43,2,0.0,0.417,0.4022,0.0148,0.023,0.0157,7295.91,-86.14000000000033
CUST_00002,2021-03-01,2021,3,Retail,Fixed-Term 1Y,43,2,0.0,0.3089,0.4109,-0.1021,0.0261,0.0216,7140.34,-155.5699999999997
CUST_00002,2021-04-01,2021,4,Retail,Fixed-Term 1Y,43,2,0.0,0.367,0.569,-0.2021,0.0291,0.0306,7636.14,495.8000000000002
CUST_00002,2021-05-01,2021,5,Retail,Fixed-Term 1Y,43,2,0.0,0.4436,0.5677,-0.1242,0.0322,0.0351,8104.55,468.40999999999985
CUST_00002,2021-06-01,2021,6,Retail,Fixed-Term 1Y,43,2,0.0,0.3975,0.5562,-0.1587,0.0352,0.0399,7505.68,-598.8699999999999
CUST_00002,2021-07-01,2021,7,Retail,Fixed-Term 1Y,43,2,0.0,0.3594,0.4561,-0.0967,0.0383,0.0472,7293.47,-212.21000000000004
CUST_00002,2021-08-01,2021,8,Retail,Fixed-Term 1Y,43,2,0.0,0.4659,0.6014,-0.1356,0.0413,0.0547,7394.03,100.55999999999949
CUST_00002,2021-09-01,2021,9,Retail,Fixed-Term 1Y,43,2,0.0,0.4684,0.5329,-0.0645,0.0443,0.0593,7157.65,-236.3800000000001
CUST_00002,2021-10-01,2021,10,Retail,Fixed-Term 1Y,43,2,0.0,0.4245,0.5945,-0.17,0.0474,0.0572,7242.62,84.97000000000025
CUST_00002,2021-11-01,2021,11,Retail,Fixed-Term 1Y,43,2,0.0,0.4333,0.5146,-0.0813,0.0504,0.0617,6840.08,-402.53999999999996
CUST_00002,2021-12-01,2021,12,Retail,Fixed-Term 1Y,43,2,0.0,0.4338,0.572,-0.1382,0.0535,0.0688,7492.93,652.8500000000004
CUST_00002,2022-01-01,2022,1,Retail,Fixed-Term 1Y,43,2,0.0,0.4056,0.5482,-0.1426,0.0565,0.0738,7151.55,-341.3800000000001
CUST_00002,2022-02-01,2022,2,Retail,Fixed-Term 1Y,43,2,0.0,0.4156,0.5394,-0.1238,0.0596,0.0802,7186.97,35.42000000000007
CUST_00002,2022-03-01,2022,3,Retail,Fixed-Term 1Y,43,2,0.0,0.4246,0.5469,-0.1222,0.0626,0.086,6881.64,-305.3299999999999
CUST_00002,2022-04-01,2022,4,Retail,Fixed-Term 1Y,43,2,0.0,0.4282,0.5129,-0.0847,0.0657,0.0867,7211.5,329.8599999999997
CUST_00002,2022-05-01,2022,5,Retail,Fixed-Term 1Y,43,2,0.0,0.3202,0.4127,-0.0925,0.0687,0.0944,6420.62,-790.8800000000001
CUST_00002,2022-06-01,2022,6,Retail,Fixed-Term 1Y,43,2,0.0,0.3384,0.4828,-0.1444,0.0717,0.0976,7673.46,1252.8400000000001
CUST_00002,2022-07-01,2022,7,Retail,Fixed-Term 1Y,43,2,0.0,0.3983,0.6192,-0.2209,0.0748,0.1011,7328.59,-344.8699999999999
CUST_00002,2022-08-01,2022,8,Retail,Fixed-Term 1Y,43,2,0.2353,0.503,0.6032,-0.1002,0.0778,0.1079,7932.95,604.3599999999997
CUST_00002,2022-09-01,2022,9,Retail,Fixed-Term 1Y,43,2,0.4706,0.6558,0.866,-0.2102,0.0809,0.1107,8255.1,322.15000000000055
CUST_00002,2022-10-01,2022,10,Retail,Fixed-Term 1Y,43,2,0.7059,0.7867,1.054,-0.2673,0.0839,0.1165,7295.9,-959.2000000000007
CUST_00002,2022-11-01,2022,11,Retail,Fixed-Term 1Y,43,2,0.9412,0.9513,1.1173,-0.166,0.087,0.1189,9541.16,2245.26
CUST_00002,2022-12-01,2022,12,Retail,Fixed-Term 1Y,43,2,1.1765,1.0936,1.2541,-0.1605,0.09,0.1234,8431.31,-1109.8500000000004
CUST_00002,2023-01-01,2023,1,Retail,Fixed-Term 1Y,43,2,1.4118,1.179,1.2799,-0.1009,0.09,0.1272,9241.68,810.3700000000008
CUST_00002,2023-02-01,2023,2,Retail,Fixed-Term 1Y,43,2,1.6471,1.399,1.5364,-0.1374,0.0883,0.1308,10061.54,819.8600000000006
CUST_00002,2023-03-01,2023,3,Retail,Fixed-Term 1Y,43,2,1.8824,1.5252,1.8145,-0.2894,0.0866,0.1334,10837.73,776.1899999999987
CUST_00002,2023-04-01,2023,4,Retail,Fixed-Term 1Y,43,2,2.1176,1.7022,1.7733,-0.0711,0.0849,0.1383,11536.33,698.6000000000004
CUST_00002,2023-05-01,2023,5,Retail,Fixed-Term 1Y,43,2,2.3529,1.7995,1.8753,-0.0758,0.0831,0.1436,12333.45,797.1200000000008
CUST_00002,2023-06-01,2023,6,Retail,Fixed-Term 1Y,43,2,2.5882,1.9466,2.063,-0.1164,0.0814,0.1514,12090.65,-242.8000000000011
CUST_00002,2023-07-01,2023,7,Retail,Fixed-Term 1Y,43,2,2.8235,2.107,2.366,-0.2591,0.0797,0.1547,11168.99,-921.6599999999999
CUST_00002,2023-08-01,2023,8,Retail,Fixed-Term 1Y,43,2,3.0588,2.1382,2.2846,-0.1463,0.078,0.1598,11926.85,757.8600000000006
CUST_00002,2023-09-01,2023,9,Retail,Fixed-Term 1Y,43,2,3.2941,2.3287,2.4582,-0.1295,0.0763,0.1715,12717.56,790.7099999999991
CUST_00002,2023-10-01,2023,10,Retail,Fixed-Term 1Y,43,2,3.5294,2.5366,2.6455,-0.1089,0.0746,0.1776,12717.15,-0.4099999999998545
CUST_00002,2023-11-01,2023,11,Retail,Fixed-Term 1Y,43,2,3.7647,2.6323,2.7485,-0.1162,0.0729,0.1841,14102.61,1385.460000000001
CUST_00002,2023-12-01,2023,12,Retail,Fixed-Term 1Y,43,2,4.0,2.7844,2.9372,-0.1529,0.0711,0.1904,15232.54,1129.9300000000003
CUST_00002,2024-01-01,2024,1,Retail,Fixed-Term 1Y,43,2,4.0,2.711,2.812,-0.101,0.0694,0.1903,15201.55,-30.9900000000016
CUST_00002,2024-02-01,2024,2,Retail,Fixed-Term 1Y,43,2,3.9545,2.7199,2.8508,-0.1308,0.0677,0.1945,14048.4,-1153.1499999999996
CUST_00002,2024-03-01,2024,3,Retail,Fixed-Term 1Y,43,2,3.9091,2.7098,2.9827,-0.2729,0.066,0.1931,15435.05,1386.6499999999996
CUST_00002,2024-04-01,2024,4,Retail,Fixed-Term 1Y,43,2,3.8636,2.7068,2.8399,-0.1331,0.0643,0.2007,14348.26,-1086.789999999999
CUST_00002,2024-05-01,2024,5,Retail,Fixed-Term 1Y,43,2,3.8182,2.667,2.8463,-0.1793,0.0626,0.2108,13370.63,-977.630000000001
CUST_00002,2024-06-01,2024,6,Retail,Fixed-Term 1Y,43,2,3.7727,2.6984,2.7492,-0.0508,0.0609,0.2142,15822.87,2452.2400000000016
CUST_00002,2024-07-01,2024,7,Retail,Fixed-Term 1Y,43,2,3.7273,2.6247,2.7799,-0.1552,0.0591,0.2245,15858.84,35.969999999999345
CUST_00002,2024-08-01,2024,8,Retail,Fixed-Term 1Y,43,2,3.6818,2.6841,2.8864,-0.2024,0.0574,0.2261,15256.32,-602.5200000000004
CUST_00002,2024-09-01,2024,9,Retail,Fixed-Term 1Y,43,2,3.6364,2.5173,2.6076,-0.0904,0.0557,0.2276,15472.38,216.0599999999995
CUST_00002,2024-10-01,2024,10,Retail,Fixed-Term 1Y,43,2,3.5909,2.5453,2.6866,-0.1413,0.054,0.2342,15218.5,-253.8799999999992
CUST_00002,2024-11-01,2024,11,Retail,Fixed-Term 1Y,43,2,3.5455,2.4751,2.6025,-0.1274,0.0523,0.2368,14107.37,-1111.1299999999992
CUST_00002,2024-12-01,2024,12,Retail,Fixed-Term 1Y,43,2,3.5,2.5336,2.726,-0.1924,0.0506,0.2403,14791.93,684.5599999999995
CUST_00002,2025-01-01,2025,1,Retail,Fixed-Term 1Y,43,2,3.5,2.5356,2.7706,-0.235,0.0489,0.2485,14749.49,-42.44000000000051
CUST_00002,2025-02-01,2025,2,Retail,Fixed-Term 1Y,43,2,3.4318,2.4785,2.5764,-0.0979,0.0471,0.2506,14309.01,-440.47999999999956
CUST_00002,2025-03-01,2025,3,Retail,Fixed-Term 1Y,43,2,3.3636,2.3728,2.4761,-0.1033,0.0454,0.2548,12533.91,-1775.1000000000004
CUST_00002,2025-04-01,2025,4,Retail,Fixed-Term 1Y,43,2,3.2955,2.3421,2.3622,-0.0201,0.0437,0.2594,13700.49,1166.58
CUST_00002,2025-05-01,2025,5,Retail,Fixed-Term 1Y,43,2,3.2273,2.3372,2.4866,-0.1494,0.042,0.2656,12629.38,-1071.1100000000006
CUST_00002,2025-06-01,2025,6,Retail,Fixed-Term 1Y,43,2,3.1591,2.3082,2.3938,-0.0857,0.0403,0.2728,14099.84,1470.460000000001
CUST_00002,2025-07-01,2025,7,Retail,Fixed-Term 1Y,43,2,3.0909,2.2431,2.4256,-0.1825,0.0386,0.2774,14068.28,-31.55999999999949
CUST_00002,2025-08-01,2025,8,Retail,Fixed-Term 1Y,43,2,3.0227,2.194,2.358,-0.164,0.0369,0.2788,13171.25,-897.0300000000007
CUST_00002,2025-09-01,2025,9,Retail,Fixed-Term 1Y,43,2,2.9545,2.1862,2.3669,-0.1807,0.0351,0.2869,12631.17,-540.0799999999999
CUST_00002,2025-10-01,2025,10,Retail,Fixed-Term 1Y,43,2,2.8864,2.1169,2.1698,-0.0529,0.0334,0.3005,12760.0,128.82999999999993
CUST_00002,2025-11-01,2025,11,Retail,Fixed-Term 1Y,43,2,2.8182,2.043,2.2023,-0.1593,0.0317,0.308,12545.94,-214.0599999999995
CUST_00002,2025-12-01,2025,12,Retail,Fixed-Term 1Y,43,2,2.75,1.9985,2.123,-0.1245,0.03,0.3146,13570.01,1024.0699999999997
CUST_00003,2021-01-01,2021,1,Mass Affluent,Notice Account,51,3,0.0,0.0456,0.1838,-0.1383,0.02,0.0046,57731.29,44161.28
CUST_00003,2021-02-01,2021,2,Mass Affluent,Notice Account,51,3,0.0,0.0931,0.1494,-0.0562,0.023,0.0157,58183.33,452.0400000000009
CUST_00003,2021-03-01,2021,3,Mass Affluent,Notice Account,51,3,0.0,0.1367,0.2935,-0.1568,0.0261,0.0216,60834.77,2651.439999999995
CUST_00003,2021-04-01,2021,4,Mass Affluent,Notice Account,51,3,0.0,0.0621,0.1781,-0.116,0.0291,0.0306,61830.88,996.1100000000006
CUST_00003,2021-05-01,2021,5,Mass Affluent,Notice Account,51,3,0.0,0.094,0.2703,-0.1763,0.0322,0.0351,56177.32,-5653.559999999998
CUST_00003,2021-06-01,2021,6,Mass Affluent,Notice Account,51,3,0.0,0.0947,0.2569,-0.1622,0.0352,0.0399,58437.79,2260.470000000001
CUST_00003,2021-07-01,2021,7,Mass Affluent,Notice Account,51,3,0.0,0.056,0.1166,-0.0606,0.0383,0.0472,60763.76,2325.970000000001
CUST_00003,2021-08-01,2021,8,Mass Affluent,Notice Account,51,3,0.0,0.0261,0.2666,-0.2405,0.0413,0.0547,61364.6,600.8399999999965
CUST_00003,2021-09-01,2021,9,Mass Affluent,Notice Account,51,3,0.0,0.1172,0.2602,-0.1429,0.0443,0.0593,58914.85,-2449.75
CUST_00003,2021-10-01,2021,10,Mass Affluent,Notice Account,51,3,0.0,0.0727,0.311,-0.2382,0.0474,0.0572,58030.13,-884.7200000000012
CUST_00003,2021-11-01,2021,11,Mass Affluent,Notice Account,51,3,0.0,0.1433,0.2652,-0.1219,0.0504,0.0617,60425.69,2395.560000000005
CUST_00003,2021-12-01,2021,12,Mass Affluent,Notice Account,51,3,0.0,0.0685,0.1295,-0.061,0.0535,0.0688,60478.08,52.38999999999942
CUST_00003,2022-01-01,2022,1,Mass Affluent,Notice Account,51,3,0.0,0.0657,0.2013,-0.1356,0.0565,0.0738,63324.62,2846.540000000001
CUST_00003,2022-02-01,2022,2,Mass Affluent,Notice Account,51,3,0.0,0.1446,0.3106,-0.166,0.0596,0.0802,56860.24,-6464.380000000005
CUST_00003,2022-03-01,2022,3,Mass Affluent,Notice Account,51,3,0.0,0.064,0.2106,-0.1466,0.0626,0.086,59593.34,2733.0999999999985
CUST_00003,2022-04-01,2022,4,Mass Affluent,Notice Account,51,3,0.0,0.1338,0.2649,-0.1312,0.0657,0.0867,56332.58,-3260.7599999999948
CUST_00003,2022-05-01,2022,5,Mass Affluent,Notice Account,51,3,0.0,0.0028,0.1232,-0.1204,0.0687,0.0944,58827.47,2494.8899999999994
CUST_00003,2022-06-01,2022,6,Mass Affluent,Notice Account,51,3,0.0,0.0499,0.2473,-0.1974,0.0717,0.0976,63699.74,4872.269999999997
CUST_00003,2022-07-01,2022,7,Mass Affluent,Notice Account,51,3,0.0,0.1211,0.2797,-0.1587,0.0748,0.1011,57273.74,-6426.0
CUST_00003,2022-08-01,2022,8,Mass Affluent,Notice Account,51,3,0.2353,0.2748,0.3943,-0.1194,0.0778,0.1079,73764.11,16490.370000000003
CUST_00003,2022-09-01,2022,9,Mass Affluent,Notice Account,51,3,0.4706,0.4443,0.6298,-0.1855,0.0809,0.1107,74958.01,1193.8999999999942
CUST_00003,2022-10-01,2022,10,Mass Affluent,Notice Account,51,3,0.7059,0.504,0.6026,-0.0986,0.0839,0.1165,73086.43,-1871.5800000000017
CUST_00003,2022-11-01,2022,11,Mass Affluent,Notice Account,51,3,0.9412,0.7889,0.995,-0.2061,0.087,0.1189,76090.55,3004.12000000001
CUST_00003,2022-12-01,2022,12,Mass Affluent,Notice Account,51,3,1.1765,1.0218,1.126,-0.1042,0.09,0.1234,85796.24,9705.690000000002
CUST_00003,2023-01-01,2023,1,Mass Affluent,Notice Account,51,3,1.4118,1.165,1.2868,-0.1218,0.09,0.1272,102590.29,16794.04999999999
CUST_00003,2023-02-01,2023,2,Mass Affluent,Notice Account,51,3,1.6471,1.3521,1.5257,-0.1735,0.0883,0.1308,104035.71,1445.4200000000128
CUST_00003,2023-03-01,2023,3,Mass Affluent,Notice Account,51,3,1.8824,1.5397,1.6722,-0.1324,0.0866,0.1334,115238.34,11202.62999999999
CUST_00003,2023-04-01,2023,4,Mass Affluent,Notice Account,51,3,2.1176,1.6426,1.7659,-0.1233,0.0849,0.1383,123281.55,8043.210000000006
CUST_00003,2023-05-01,2023,5,Mass Affluent,Notice Account,51,3,2.3529,1.8719,2.0821,-0.2102,0.0831,0.1436,145694.83,22413.279999999984
CUST_00003,2023-06-01,2023,6,Mass Affluent,Notice Account,51,3,2.5882,2.0402,2.2155,-0.1753,0.0814,0.1514,160558.17,14863.340000000026
CUST_00003,2023-07-01,2023,7,Mass Affluent,Notice Account,51,3,2.8235,2.1577,2.2811,-0.1234,0.0797,0.1547,181206.66,20648.48999999999
CUST_00003,2023-08-01,2023,8,Mass Affluent,Notice Account,51,3,3.0588,2.2918,2.4466,-0.1548,0.078,0.1598,183822.7,2616.040000000008
CUST_00003,2023-09-01,2023,9,Mass Affluent,Notice Account,51,3,3.2941,2.5673,2.7262,-0.1589,0.0763,0.1715,207149.68,23326.97999999998
CUST_00003,2023-10-01,2023,10,Mass Affluent,Notice Account,51,3,3.5294,2.6579,2.7944,-0.1365,0.0746,0.1776,220079.22,12929.540000000008
CUST_00003,2023-11-01,2023,11,Mass Affluent,Notice Account,51,3,3.7647,2.8009,2.9445,-0.1436,0.0729,0.1841,236343.86,16264.639999999985
CUST_00003,2023-12-01,2023,12,Mass Affluent,Notice Account,51,3,4.0,3.0511,3.1474,-0.0963,0.0711,0.1904,257179.91,20836.050000000017
CUST_00003,2024-01-01,2024,1,Mass Affluent,Notice Account,51,3,4.0,2.9846,3.1399,-0.1554,0.0694,0.1903,240759.27,-16420.640000000014
CUST_00003,2024-02-01,2024,2,Mass Affluent,Notice Account,51,3,3.9545,2.9983,3.1776,-0.1793,0.0677,0.1945,239881.97,-877.2999999999884
CUST_00003,2024-03-01,2024,3,Mass Affluent,Notice Account,51,3,3.9091,2.9281,3.0091,-0.081,0.066,0.1931,232479.44,-7402.529999999999
CUST_00003,2024-04-01,2024,4,Mass Affluent,Notice Account,51,3,3.8636,2.9612,3.1366,-0.1754,0.0643,0.2007,257879.6,25400.160000000003
CUST_00003,2024-05-01,2024,5,Mass Affluent,Notice Account,51,3,3.8182,2.9655,3.1161,-0.1507,0.0626,0.2108,254023.21,-3856.390000000014
CUST_00003,2024-06-01,2024,6,Mass Affluent,Notice Account,51,3,3.7727,2.9209,3.0187,-0.0979,0.0609,0.2142,250892.08,-3131.1300000000047
CUST_00003,2024-07-01,2024,7,Mass Affluent,Notice Account,51,3,3.7273,2.8395,3.0361,-0.1966,0.0591,0.2245,227939.45,-22952.629999999976
CUST_00003,2024-08-01,2024,8,Mass Affluent,Notice Account,51,3,3.6818,2.7856,2.8989,-0.1132,0.0574,0.2261,228982.45,1043.0
CUST_00003,2024-09-01,2024,9,Mass Affluent,Notice Account,51,3,3.6364,2.842,2.9714,-0.1294,0.0557,0.2276,221262.73,-7719.720000000001
CUST_00003,2024-10-01,2024,10,Mass Affluent,Notice Account,51,3,3.5909,2.6674,2.7937,-0.1263,0.054,0.2342,202220.96,-19041.77000000002
CUST_00003,2024-11-01,2024,11,Mass Affluent,Notice Account,51,3,3.5455,2.6769,2.885,-0.2081,0.0523,0.2368,219137.44,16916.48000000001
CUST_00003,2024-12-01,2024,12,Mass Affluent,Notice Account,51,3,3.5,2.6689,2.8233,-0.1543,0.0506,0.2403,220005.52,868.0799999999872
CUST_00003,2025-01-01,2025,1,Mass Affluent,Notice Account,51,3,3.5,2.6582,2.7796,-0.1215,0.0489,0.2485,244283.62,24278.100000000006
CUST_00003,2025-02-01,2025,2,Mass Affluent,Notice Account,51,3,3.4318,2.5799,2.7315,-0.1516,0.0471,0.2506,220501.26,-23782.359999999986
CUST_00003,2025-03-01,2025,3,Mass Affluent,Notice Account,51,3,3.3636,2.5699,2.79,-0.2202,0.0454,0.2548,212236.34,-8264.920000000013
CUST_00003,2025-04-01,2025,4,Mass Affluent,Notice Account,51,3,3.2955,2.5657,2.7035,-0.1377,0.0437,0.2594,218536.27,6299.929999999993
CUST_00003,2025-05-01,2025,5,Mass Affluent,Notice Account,51,3,3.2273,2.4964,2.6193,-0.1229,0.042,0.2656,207663.1,-10873.169999999984
CUST_00003,2025-06-01,2025,6,Mass Affluent,Notice Account,51,3,3.1591,2.4921,2.6043,-0.1123,0.0403,0.2728,204620.47,-3042.6300000000047
CUST_00003,2025-07-01,2025,7,Mass Affluent,Notice Account,51,3,3.0909,2.4044,2.5895,-0.1851,0.0386,0.2774,187306.13,-17314.339999999997
CUST_00003,2025-08-01,2025,8,Mass Affluent,Notice Account,51,3,3.0227,2.2903,2.4496,-0.1593,0.0369,0.2788,194633.21,7327.079999999987
CUST_00004,2021-01-01,2021,1,Retail,Fixed-Term 1Y,52,2,0.0,0.4136,0.629,-0.2153,0.02,0.0046,18225.18,-176408.03
CUST_00004,2021-02-01,2021,2,Retail,Fixed-Term 1Y,52,2,0.0,0.3939,0.4434,-0.0495,0.023,0.0157,19327.06,1101.880000000001
CUST_00004,2021-03-01,2021,3,Retail,Fixed-Term 1Y,52,2,0.0,0.3956,0.5731,-0.1775,0.0261,0.0216,17580.48,-1746.5800000000017
CUST_00004,2021-04-01,2021,4,Retail,Fixed-Term 1Y,52,2,0.0,0.3154,0.394,-0.0787,0.0291,0.0306,18531.28,950.7999999999993
CUST_00004,2021-05-01,2021,5,Retail,Fixed-Term 1Y,52,2,0.0,0.3837,0.5197,-0.136,0.0322,0.0351,18018.59,-512.6899999999987
CUST_00004,2021-06-01,2021,6,Retail,Fixed-Term 1Y,52,2,0.0,0.4027,0.593,-0.1903,0.0352,0.0399,17314.08,-704.5099999999984
CUST_00004,2021-07-01,2021,7,Retail,Fixed-Term 1Y,52,2,0.0,0.4661,0.6735,-0.2074,0.0383,0.0472,19116.1,1802.0199999999968
CUST_00004,2021-08-01,2021,8,Retail,Fixed-Term 1Y,52,2,0.0,0.4198,0.5318,-0.112,0.0413,0.0547,18178.24,-937.859999999997
CUST_00004,2021-09-01,2021,9,Retail,Fixed-Term 1Y,52,2,0.0,0.3579,0.5194,-0.1615,0.0443,0.0593,19705.23,1526.989999999998
CUST_00004,2021-10-01,2021,10,Retail,Fixed-Term 1Y,52,2,0.0,0.4269,0.605,-0.1781,0.0474,0.0572,19064.51,-640.7200000000012
